feature_id,feature_name,feature_family,subfamily,bundle_name,stage_first_introduced,physical_quantity,biological_interpretation,dimensionality,unit,sign_meaning,structure_source,chain_scope,region_scope,exact_definition,aggregation_method,normalization,thresholds,cutoff_distance,neighborhood_radius,hydrophobicity_scale,residue_classes,weighting_method,pH,ionic_strength,other_fixed_conditions,software,software_version,library,implementation_function,source_file,source_lines_or_symbol,command_or_API,preprocessing_required,hydrogens_added,protonation_assigned,structure_relaxed,atom_completion,numbering_or_region_mapping,failure_handling,computed,saved_to_feature_table,used_in_model,target_TmApp_used,target_HIC_used,selected_in_best_model,representative_experiment_ids,artifact_path,manifest_path,code_evidence,notes,quantity_tier,also_computed_ABBodyBuilder2
ST4_contact_density,contact_density,PACKING_CONTACT,INTERACTIONS,ADV_INTERACTIONS,Stage4,CA/heavy-atom distances,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,whole,CA contacts (<8Å) / n_res or n_ca,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,,,local SASA weighting in adv_spatial_hydrophobicity,,,,custom Python (Stage3 packing),repo,numpy,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,False,True,TmApp__ADV_INTERACTIONS__ElasticNetOpt;TmApp__ADV_INTERACTIONS__RidgeOpt;TmApp__FUSION_S3INC__ADV_INTERACTIONS__RidgeOpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_core_hydrophobic_contacts,core_hydrophobic_contacts,PACKING_CONTACT,INTERACTIONS,ADV_INTERACTIONS,Stage4,CA/heavy-atom distances,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,whole,see code: ADV_INTERACTIONS,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,Kyte-Doolittle KD,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",local SASA weighting in adv_spatial_hydrophobicity,,,,custom Python (Stage3 packing),repo,numpy,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,False,True,TmApp__ADV_INTERACTIONS__ElasticNetOpt;TmApp__ADV_INTERACTIONS__RidgeOpt;TmApp__FUSION_S3INC__ADV_INTERACTIONS__RidgeOpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_buried_frac,buried_frac,PACKING_CONTACT,INTERACTIONS,ADV_INTERACTIONS,Stage4,structure-derived scalar aggregate,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,framework,see code: ADV_INTERACTIONS,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,,,local SASA weighting in adv_spatial_hydrophobicity,,,,ShrakeRupley,1.88 (via BioPython),BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,False,True,TmApp__ADV_INTERACTIONS__ElasticNetOpt;TmApp__ADV_INTERACTIONS__RidgeOpt;TmApp__FUSION_S3INC__ADV_INTERACTIONS__RidgeOpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_packing_degree_mean,packing_degree_mean,PACKING_CONTACT,INTERACTIONS,ADV_INTERACTIONS,Stage4,CA/heavy-atom distances,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,whole,see code: ADV_INTERACTIONS,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,,,local SASA weighting in adv_spatial_hydrophobicity,,,,ShrakeRupley,1.88 (via BioPython),BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,False,True,TmApp__ADV_INTERACTIONS__ElasticNetOpt;TmApp__ADV_INTERACTIONS__RidgeOpt;TmApp__FUSION_S3INC__ADV_INTERACTIONS__RidgeOpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_packing_degree_q10,packing_degree_q10,PACKING_CONTACT,INTERACTIONS,ADV_INTERACTIONS,Stage4,CA/heavy-atom distances,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,whole,see code: ADV_INTERACTIONS,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,,,local SASA weighting in adv_spatial_hydrophobicity,,,,ShrakeRupley,1.88 (via BioPython),BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,False,True,TmApp__ADV_INTERACTIONS__ElasticNetOpt;TmApp__ADV_INTERACTIONS__RidgeOpt;TmApp__FUSION_S3INC__ADV_INTERACTIONS__RidgeOpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_packing_degree_q90,packing_degree_q90,PACKING_CONTACT,INTERACTIONS,ADV_INTERACTIONS,Stage4,CA/heavy-atom distances,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,whole,see code: ADV_INTERACTIONS,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,,,local SASA weighting in adv_spatial_hydrophobicity,,,,ShrakeRupley,1.88 (via BioPython),BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,False,True,TmApp__ADV_INTERACTIONS__ElasticNetOpt;TmApp__ADV_INTERACTIONS__RidgeOpt;TmApp__FUSION_S3INC__ADV_INTERACTIONS__RidgeOpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_low_packed_frac,low_packed_frac,PACKING_CONTACT,OTHER,ADV_OTHER,Stage4,structure-derived scalar aggregate,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,framework,see code: ADV_OTHER,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,,,local SASA weighting in adv_spatial_hydrophobicity,,,,ShrakeRupley,1.88 (via BioPython),BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,False,False,False,False,,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4; computed but NOT in any Stage4 FAMILIES bundle,AGGREGATED,False
ST4_interface_contact_pairs,interface_contact_pairs,PACKING_CONTACT,INTERACTIONS,ADV_INTERACTIONS,Stage4,CA/heavy-atom distances,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,VH-VL interface,see code: ADV_INTERACTIONS,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,,,local SASA weighting in adv_spatial_hydrophobicity,,,,custom Python (Stage3 packing),repo,numpy,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,False,True,TmApp__ADV_INTERACTIONS__ElasticNetOpt;TmApp__ADV_INTERACTIONS__RidgeOpt;TmApp__FUSION_S3INC__ADV_INTERACTIONS__RidgeOpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_interface_contact_density,interface_contact_density,PACKING_CONTACT,INTERACTIONS,ADV_INTERACTIONS,Stage4,CA/heavy-atom distances,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,VH-VL interface,CA contacts (<8Å) / n_res or n_ca,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,,,local SASA weighting in adv_spatial_hydrophobicity,,,,custom Python (Stage3 packing),repo,numpy,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,False,True,TmApp__ADV_INTERACTIONS__ElasticNetOpt;TmApp__ADV_INTERACTIONS__RidgeOpt;TmApp__FUSION_S3INC__ADV_INTERACTIONS__RidgeOpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_hydrophobic_interface_sasa_proxy,hydrophobic_interface_sasa_proxy,PACKING_CONTACT,INTERACTIONS,ADV_INTERACTIONS,Stage4,residue-level SASA,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,VH-VL interface,see code: ADV_INTERACTIONS,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,Kyte-Doolittle KD,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",local SASA weighting in adv_spatial_hydrophobicity,,,,ShrakeRupley,1.88 (via BioPython),BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,False,True,TmApp__ADV_INTERACTIONS__ElasticNetOpt;TmApp__ADV_INTERACTIONS__RidgeOpt;TmApp__FUSION_S3INC__ADV_INTERACTIONS__RidgeOpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_aromatic_interface_sasa_proxy,aromatic_interface_sasa_proxy,PACKING_CONTACT,INTERACTIONS,ADV_INTERACTIONS,Stage4,residue-level SASA,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,VH-VL interface,see code: ADV_INTERACTIONS,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,,,local SASA weighting in adv_spatial_hydrophobicity,,,,ShrakeRupley,1.88 (via BioPython),BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,False,True,TmApp__ADV_INTERACTIONS__ElasticNetOpt;TmApp__ADV_INTERACTIONS__RidgeOpt;TmApp__FUSION_S3INC__ADV_INTERACTIONS__RidgeOpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_vh_vl_center_dist,vh_vl_center_dist,PACKING_CONTACT,INTERACTIONS,ADV_INTERACTIONS,Stage4,structure-derived scalar aggregate,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,Heavy,whole,see code: ADV_INTERACTIONS,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,,,local SASA weighting in adv_spatial_hydrophobicity,,,,ShrakeRupley,1.88 (via BioPython),BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,False,True,TmApp__ADV_INTERACTIONS__ElasticNetOpt;TmApp__ADV_INTERACTIONS__RidgeOpt;TmApp__FUSION_S3INC__ADV_INTERACTIONS__RidgeOpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_cavity_proxy_n_sites,cavity_proxy_n_sites,CAVITY_PROXY,CAVITY,ADV_CAVITY,Stage4,buried CA neighbor degree (packing-derived),advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,whole,buried residues with CA neighbor degree <= 15th percentile,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,,,local SASA weighting in adv_spatial_hydrophobicity,,,,custom Python (Stage4),repo,numpy/BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,False,True,TmApp__ADV_CAVITY__ElasticNetOpt;TmApp__ADV_CAVITY__RidgeOpt;TmApp__FUSION_S3INC__ADV_CAVITY__RidgeOpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
